Activity_119693_ActivityPlot,bKbx,h活动_Activity_A.csv,19,Activity,ActivityPlot,,完成任务后可从以下限定唤醒体中选择1名唤醒！,임무를 완료한 후 아래 한정 각성체 중 1명을 선택할 수 있습니다!
Activity_119693_BannerText,bKbz,h活动_Activity_A.csv,19,Activity,BannerText,,限定唤醒体免费领取,무료 한정 각성체 획득
Activity_99296_ActivityName,bIbh,h活动_Activity_A.csv,20,Activity,ActivityName,,你我终将重逢,다시 만날 거야
Activity_99296_ActivityPlot,bIbi,h活动_Activity_A.csv,20,Activity,ActivityPlot,,每日登录可领取纪念限定SSR命轮「你我终将重逢」，总计可领取16个！,매일 로그인하여 한정 SSR 명륜 「다시 만날 거야」를 최대 16개까지 획득할 수 있습니다!
Activity_99296_BannerText,bIbk,h活动_Activity_A.csv,20,Activity,BannerText,,限定SSR命轮免费领取,무료 한정 SSR 명륜 획득
Activity_116818_ActivityName,bHAY,h活动_Activity_A.csv,21,Activity,ActivityName,,再战原初,원초와의 재전
Activity_116818_BannerText,bHBa,h活动_Activity_A.csv,21,Activity,BannerText,,特别活动限时开启！,기간 한정 이벤트!
Activity_116818_ActivityStageEndContent,bLfP,h活动_Activity_A.csv,21,Activity,ActivityStageEndContent,,活动已结束,이벤트 종료
Activity_120954_ActivityName,bKwG,h活动_Activity_A.csv,22,Activity,ActivityName,,群星咏叹调,별빛의 찬가
Activity_122827_ActivityName,bLmu,h活动_Activity_A.csv,23,Activity,ActivityName,,繁育的恩宠,번영의 은총
Activity_122827_BannerText,bLmw,h活动_Activity_A.csv,23,Activity,BannerText,,免费领取幻衣!,무료 스킨 획득
Activity_95492_ActivityName,bzze,h活动_Activity_A.csv,24,Activity,ActivityName,,君王的嘉赏,군주의 포상
Activity_95492_BannerText,bzzh,h活动_Activity_A.csv,24,Activity,BannerText,,签到领取超多无垢之芯,출석을 통해 무구의 은핵 획득
Activity_38717_ActivityName,aayK,h活动_Activity_A.csv,25,Activity,ActivityName,,返校报到,복학 신고
Activity_38716_ActivityName,aayE,h活动_Activity_A.csv,26,Activity,ActivityName,,调查重启,조사 재시작
Activity_53729_ActivityName,aaBW,h活动_Activity_A.csv,27,Activity,ActivityName,,返校报到,복학 신고
Activity_53727_ActivityName,aaBK,h活动_Activity_A.csv,28,Activity,ActivityName,,返校日,복학일
Activity_94859_BannerText,bBhG,h活动_Activity_A.csv,32,Activity,BannerText,,特别纪行活动限时开启！,기간 한정 특별 기행!
Activity_97950_BannerText,bBhJ,h活动_Activity_A.csv,33,Activity,BannerText,,特别纪行活动限时开启！,기간 한정 특별 기행!
Activity_116765_BannerText,bHAd,h活动_Activity_A.csv,34,Activity,BannerText,,特别纪行活动限时开启！,기간 한정 특별 기행!
Activity_97190_BannerText,bARK,h活动_Activity_A.csv,35,Activity,BannerText,,特别纪行活动限时开启！,기간 한정 특별 기행!
Activity_66375_BannerText,aaZC,h活动_Activity_A.csv,38,Activity,BannerText,,特别活动限时开启！,기간 한정 이벤트!
Activity_70438_BannerText,abdQ,h活动_Activity_A.csv,39,Activity,BannerText,,特别活动限时开启！,기간 한정 이벤트!
Activity_81771_BannerText,brMn,h活动_Activity_A.csv,40,Activity,BannerText,,特别活动限时开启！,기간 한정 이벤트!
Activity_81771_ActivityStageEndContent,brMl,h活动_Activity_A.csv,40,Activity,ActivityStageEndContent,,活动已结束,이벤트 종료
Activity_46609_BannerText,aaAi,h活动_Activity_A.csv,47,Activity,BannerText,,玩法活动限时开启！,기간 한정 이벤트 개최 중!
Activity_48719_BannerText,aaAu,h活动_Activity_A.csv,49,Activity,BannerText,,玩法活动限时开启！,기간 한정 이벤트 개최 중!
Activity_51127_BannerText,aaBk,h活动_Activity_A.csv,52,Activity,BannerText,,玩法活动限时开启！,기간 한정 이벤트 개최 중!
Activity_52040_BannerText,aaBI,h活动_Activity_A.csv,54,Activity,BannerText,,玩法活动限时开启！,기간 한정 이벤트 개최 중!
Activity_53829_BannerText,aaCg,h活动_Activity_A.csv,56,Activity,BannerText,,玩法活动限时开启！,기간 한정 이벤트 개최 중!
Activity_55110_BannerText,aaDi,h活动_Activity_A.csv,58,Activity,BannerText,,玩法活动限时开启！,기간 한정 이벤트 개최 중!
Activity_56431_BannerText,aaDS,h活动_Activity_A.csv,60,Activity,BannerText,,玩法活动限时开启！,기간 한정 이벤트 개최 중!
Activity_56433_BannerText,aaEe,h活动_Activity_A.csv,61,Activity,BannerText,,玩法活动限时开启！,기간 한정 이벤트 개최 중!
Activity_56427_BannerText,aaDu,h活动_Activity_A.csv,63,Activity,BannerText,,玩法活动限时开启！,기간 한정 이벤트 개최 중!
Activity_56430_BannerText,aaDM,h活动_Activity_A.csv,65,Activity,BannerText,,玩法活动限时开启！,기간 한정 이벤트 개최 중!
Activity_56436_BannerText,aaEw,h活动_Activity_A.csv,66,Activity,BannerText,,玩法活动限时开启！,기간 한정 이벤트 개최 중!
Activity_56432_BannerText,aaDY,h活动_Activity_A.csv,68,Activity,BannerText,,玩法活动限时开启！,기간 한정 이벤트 개최 중!
Activity_56435_BannerText,aaEq,h活动_Activity_A.csv,70,Activity,BannerText,,玩法活动限时开启！,기간 한정 이벤트 개최 중!
Activity_56428_BannerText,aaDA,h活动_Activity_A.csv,72,Activity,BannerText,,玩法活动限时开启！,기간 한정 이벤트 개최 중!
Activity_56434_BannerText,aaEk,h活动_Activity_A.csv,74,Activity,BannerText,,玩法活动限时开启！,기간 한정 이벤트 개최 중!
Activity_67727_BannerText,abay,h活动_Activity_A.csv,75,Activity,BannerText,,玩法活动限时开启！,기간 한정 이벤트 개최 중!
Activity_68405_BannerText,abda,h活动_Activity_A.csv,78,Activity,BannerText,,玩法活动限时开启！,기간 한정 이벤트 개최 중!
Activity_67741_BannerText,abbG,h活动_Activity_A.csv,79,Activity,BannerText,,玩法活动限时开启！,기간 한정 이벤트 개최 중!
Activity_67742_BannerText,abbM,h活动_Activity_A.csv,81,Activity,BannerText,,玩法活动限时开启！,기간 한정 이벤트 개최 중!
Activity_56429_BannerText,aaDG,h活动_Activity_A.csv,83,Activity,BannerText,,玩法活动限时开启！,기간 한정 이벤트 개최 중!
Activity_68410_BannerText,abdE,h活动_Activity_A.csv,84,Activity,BannerText,,玩法活动限时开启！,기간 한정 이벤트 개최 중!
Activity_73879_BannerText,abfC,h活动_Activity_A.csv,86,Activity,BannerText,,玩法活动限时开启！,기간 한정 이벤트 개최 중!
Activity_72101_BannerText,abfk,h活动_Activity_A.csv,87,Activity,BannerText,,特别活动限时开启！,기간 한정 이벤트!
Activity_67726_BannerText,abas,h活动_Activity_A.csv,89,Activity,BannerText,,玩法活动限时开启！,기간 한정 이벤트 개최 중!
Activity_68406_BannerText,abdg,h活动_Activity_A.csv,91,Activity,BannerText,,玩法活动限时开启！,기간 한정 이벤트 개최 중!
Activity_78652_BannerText,abki,h活动_Activity_A.csv,92,Activity,BannerText,,玩法活动限时开启！,기간 한정 이벤트 개최 중!
Activity_81019_BannerText,brLV,h活动_Activity_A.csv,94,Activity,BannerText,,特别活动限时开启！,기간 한정 이벤트!
Activity_81178_BannerText,brMb,h活动_Activity_A.csv,95,Activity,BannerText,,玩法活动限时开启！,기간 한정 이벤트 개최 중!
Activity_78791_ActivityName,abkU,h活动_Activity_A.csv,97,Activity,ActivityName,,雪山消融之时·复刻,설산이 녹을 때까지·복각
Activity_78791_BannerText,abkY,h活动_Activity_A.csv,97,Activity,BannerText,,玩法活动限时开启！,기간 한정 이벤트 개최 중!
Activity_89730_BannerText,bxvN,h活动_Activity_A.csv,99,Activity,BannerText,,玩法活动限时开启！,기간 한정 이벤트 개최 중!
Activity_71098_BannerText,abeo,h活动_Activity_A.csv,101,Activity,BannerText,,玩法活动限时开启！,기간 한정 이벤트 개최 중!
Activity_91027_BannerText,byoC,h活动_Activity_A.csv,102,Activity,BannerText,,玩法活动限时开启！,기간 한정 이벤트 개최 중!
Activity_95977_BannerText,bzRy,h活动_Activity_A.csv,105,Activity,BannerText,,玩法活动限时开启！,기간 한정 이벤트 개최 중!
Activity_67733_BannerText,abaQ,h活动_Activity_A.csv,106,Activity,BannerText,,玩法活动限时开启！,기간 한정 이벤트 개최 중!
Activity_95191_BannerText,bzjW,h活动_Activity_A.csv,108,Activity,BannerText,,玩法活动限时开启！,기간 한정 이벤트 개최 중!
Activity_67721_BannerText,abaa,h活动_Activity_A.csv,110,Activity,BannerText,,玩法活动限时开启！,기간 한정 이벤트 개최 중!
Activity_94860_BannerText,byHK,h活动_Activity_A.csv,112,Activity,BannerText,,玩法活动限时开启！,기간 한정 이벤트 개최 중!
Activity_96838_BannerText,bADf,h活动_Activity_A.csv,114,Activity,BannerText,,玩法活动限时开启！,기간 한정 이벤트 개최 중!
Activity_74364_BannerText,abfU,h活动_Activity_A.csv,116,Activity,BannerText,,玩法活动限时开启！,기간 한정 이벤트 개최 중!
Activity_116470_BannerText,bHvA,h活动_Activity_A.csv,118,Activity,BannerText,,玩法活动限时开启！,기간 한정 이벤트 개최 중!
Activity_97853_ActivityName,bBcn,h活动_Activity_A.csv,120,Activity,ActivityName,,如果一切如常,모든 것이 평소대로였다면
Activity_97853_BannerText,bBcr,h活动_Activity_A.csv,120,Activity,BannerText,,玩法活动限时开启！,기간 한정 이벤트 개최 중!
Activity_67745_ActivityName,abca,h活动_Activity_A.csv,122,Activity,ActivityName,,雪山消融之时·复刻,설산이 녹을 때까지·복각
Activity_67745_BannerText,abce,h活动_Activity_A.csv,122,Activity,BannerText,,玩法活动限时开启！,기간 한정 이벤트 개최 중!
Activity_67732_BannerText,bqsx,h活动_Activity_A.csv,124,Activity,BannerText,,玩法活动限时开启！,기간 한정 이벤트 개최 중!
Activity_67734_BannerText,abaW,h活动_Activity_A.csv,126,Activity,BannerText,,玩法活动限时开启！,기간 한정 이벤트 개최 중!
Activity_67730_BannerText,bqsr,h活动_Activity_A.csv,127,Activity,BannerText,,玩法活动限时开启！,기간 한정 이벤트 개최 중!
Activity_67731_BannerText,abaK,h活动_Activity_A.csv,129,Activity,BannerText,,玩法活动限时开启！,기간 한정 이벤트 개최 중!
Activity_67718_BannerText,aaZO,h活动_Activity_A.csv,131,Activity,BannerText,,玩法活动限时开启！,기간 한정 이벤트 개최 중!
Activity_67746_BannerText,abck,h活动_Activity_A.csv,133,Activity,BannerText,,玩法活动限时开启！,기간 한정 이벤트 개최 중!
Activity_97672_ActivityName,bAVD,h活动_Activity_A.csv,134,Activity,ActivityName,,神诞的祭礼,신의 탄생제
Activity_97672_BannerText,bAVH,h活动_Activity_A.csv,134,Activity,BannerText,,玩法活动限时开启！,기간 한정 이벤트 개최 중!
Activity_97672_ActivityStageEndContent,bAVF,h活动_Activity_A.csv,134,Activity,ActivityStageEndContent,,活动已结束，当前仅可参与「创生七日」,"이벤트가 종료되어, 현재 「7일간의 창조」에만 참여할 수 있습니다."
Activity_67735_BannerText,abbc,h活动_Activity_A.csv,135,Activity,BannerText,,玩法活动限时开启！,기간 한정 이벤트 개최 중!
Activity_68411_BannerText,abdK,h活动_Activity_A.csv,138,Activity,BannerText,,玩法活动限时开启！,기간 한정 이벤트 개최 중!
Activity_68409_BannerText,abdy,h活动_Activity_A.csv,139,Activity,BannerText,,玩法活动限时开启！,기간 한정 이벤트 개최 중!
Activity_71100_BannerText,abeu,h活动_Activity_A.csv,140,Activity,BannerText,,玩法活动限时开启！,기간 한정 이벤트 개최 중!
Activity_68407_BannerText,abdm,h活动_Activity_A.csv,141,Activity,BannerText,,玩法活动限时开启！,기간 한정 이벤트 개최 중!
Activity_71097_BannerText,abei,h活动_Activity_A.csv,142,Activity,BannerText,,玩法活动限时开启！,기간 한정 이벤트 개최 중!
Activity_68404_BannerText,abcU,h活动_Activity_A.csv,143,Activity,BannerText,,玩法活动限时开启！,기간 한정 이벤트 개최 중!
Activity_71102_BannerText,abeG,h活动_Activity_A.csv,144,Activity,BannerText,,玩法活动限时开启！,기간 한정 이벤트 개최 중!
Activity_71101_BannerText,abeA,h活动_Activity_A.csv,146,Activity,BannerText,,玩法活动限时开启！,기간 한정 이벤트 개최 중!
Activity_71096_BannerText,abec,h活动_Activity_A.csv,147,Activity,BannerText,,玩法活动限时开启！,기간 한정 이벤트 개최 중!
AvgCommunicate_58020_Content_1,abJc,avg通讯器聊天表_AvgCommunicate_A_M.csv,23,AvgCommunicate,Content,本源拉蒙娜通讯器,居然有这样的机会时时与你联系。,언제든지 너와 연락할 수 있게 되었네.
AvgCommunicate_58020_Content_2,abJf,avg通讯器聊天表_AvgCommunicate_A_M.csv,24,AvgCommunicate,Content,本源拉蒙娜通讯器,这实在是……,이건 정말...
AvgCommunicate_58020_Content_3,abJg,avg通讯器聊天表_AvgCommunicate_A_M.csv,25,AvgCommunicate,Content,本源拉蒙娜通讯器,替我谢谢那个朵尔。,그쪽의 돌에게 감사하다고 전해줘.
AvgCommunicate_58020_Content_5,abJi,avg通讯器聊天表_AvgCommunicate_A_M.csv,27,AvgCommunicate,Content,本源拉蒙娜通讯器,虽然没有什么帮忙的需要。,"도움이 필요할 일은 없겠지만,"
AvgCommunicate_58020_Content_6,abJj,avg通讯器聊天表_AvgCommunicate_A_M.csv,28,AvgCommunicate,Content,本源拉蒙娜通讯器,但我想念你时，可以给你发消息吗？,만약에 네가 그리워지면 연락해도 될까?
AvgCommunicate_58020_Option_7,abJv,avg通讯器聊天表_AvgCommunicate_A_M.csv,29,AvgCommunicate,Option,玩家,当然！,물론이지!
AvgCommunicate_58020_Content_7,abJk,avg通讯器聊天表_AvgCommunicate_A_M.csv,29,AvgCommunicate,Content,玩家,当然！,물론이지!
AvgCommunicate_58020_Content_8,abJl,avg通讯器聊天表_AvgCommunicate_A_M.csv,30,AvgCommunicate,Content,玩家,我们永远是好搭档。,우린 영원한 최고의 파트너니까.
AvgCommunicate_58020_Content_9,abJm,avg通讯器聊天表_AvgCommunicate_A_M.csv,31,AvgCommunicate,Content,本源拉蒙娜通讯器,谢谢。,고마워.
AvgCommunicate_58020_Content_10,abJd,avg通讯器聊天表_AvgCommunicate_A_M.csv,32,AvgCommunicate,Content,本源拉蒙娜通讯器,……如果我给你发消息太频繁，会打扰到你吗？,...내가 메시지를 너무 자주 보내면 방해가 될까?
AvgCommunicate_58020_Content_11,abJe,avg通讯器聊天表_AvgCommunicate_A_M.csv,33,AvgCommunicate,Content,玩家,当然不会了,전혀 아니야.
AvgCommunicate_57897_Content_1,absc,avg通讯器聊天表_AvgCommunicate_A_M.csv,34,AvgCommunicate,Content,朵尔,%player%，你的成绩出来了。,"%player%, 네 성적이 나왔어."
AvgCommunicate_57897_Content_2,absi,avg通讯器聊天表_AvgCommunicate_A_M.csv,35,AvgCommunicate,Content,朵尔,知道你多少分吗？,몇 점인지 알고 있을까?
AvgCommunicate_57897_Option_3,absx,avg通讯器聊天表_AvgCommunicate_A_M.csv,36,AvgCommunicate,Option,玩家,……你这样我压力很大。,...그렇게 말하시니 긴장되는데요.
AvgCommunicate_57897_Content_3,absj,avg通讯器聊天表_AvgCommunicate_A_M.csv,36,AvgCommunicate,Content,玩家,……你这样我压力很大。,...그렇게 말하시니 긴장되는데요.
AvgCommunicate_57897_Content_4,absk,avg通讯器聊天表_AvgCommunicate_A_M.csv,37,AvgCommunicate,Content,朵尔,我是来恭喜你的。虽然这学期发生了很多事，但你目前为止的表现还算不错。,"축하하러 온 거야. 이번 학기에는 많은 일이 있었지만, 지금까지 성적은 꽤 괜찮았어."
AvgCommunicate_57897_Content_5,absl,avg通讯器聊天表_AvgCommunicate_A_M.csv,38,AvgCommunicate,Content,朵尔,作为奖励，我调整了一下你的训练计划，接下来几天就好好休息吧。,"상으로, 훈련 계획을 조금 조정해줬으니까, 다음 며칠간은 조금 쉬어도 돼."
AvgCommunicate_57897_Option_6,absA,avg通讯器聊天表_AvgCommunicate_A_M.csv,39,AvgCommunicate,Option,玩家,对不起我错了我假期一定努力补休。,죄송합니다. 잘못했어요. 휴일에 꼭 보충할게요.
AvgCommunicate_57897_Content_6,absm,avg通讯器聊天表_AvgCommunicate_A_M.csv,39,AvgCommunicate,Content,玩家,对不起我错了我假期一定努力补休。,죄송합니다. 잘못했어요. 휴일에 꼭 보충할게요.
AvgCommunicate_57897_Content_7,absn,avg通讯器聊天表_AvgCommunicate_A_M.csv,40,AvgCommunicate,Content,朵尔,我本来是来恭喜你的。虽然这学期发生了很多事，但你目前为止的表现还算不错。,"축하하러 온 거야. 이번 학기에는 많은 일이 있었지만, 지금까지 성적은 꽤 괜찮았어."
AvgCommunicate_57897_Content_8,abso,avg通讯器聊天表_AvgCommunicate_A_M.csv,41,AvgCommunicate,Content,朵尔,不过既然你主动提出补休，那我也不介意加点班。,"뭐, 네가 자발적으로 보충 수업을 듣겠다면야, 나도 조금 거들어야겠는걸."
AvgCommunicate_57897_Option_9,absD,avg通讯器聊天表_AvgCommunicate_A_M.csv,42,AvgCommunicate,Option,玩家,什么？不要啊！,뭐라구요? 그런 게 어디 있어요!
AvgCommunicate_57897_Content_9,absp,avg通讯器聊天表_AvgCommunicate_A_M.csv,42,AvgCommunicate,Content,玩家,什么？不要啊！,뭐라구요? 그런 게 어디 있어요!
AvgCommunicate_57897_Content_10,absd,avg通讯器聊天表_AvgCommunicate_A_M.csv,43,AvgCommunicate,Content,朵尔,别客气，就这么说定了。明天课上再见。,"여기 있지. 그렇게 됐으니, 내일 수업에서 보자."
AvgCommunicate_57897_Option_11,abss,avg通讯器聊天表_AvgCommunicate_A_M.csv,44,AvgCommunicate,Option,玩家,我假期还有其他训练的啊——,이번 휴일에는 다른 훈련도 있단 말이에요—
AvgCommunicate_57897_Content_11,abse,avg通讯器聊天表_AvgCommunicate_A_M.csv,44,AvgCommunicate,Content,玩家,我假期还有其他训练的啊——,이번 휴일에는 다른 훈련도 있단 말이에요—
AvgCommunicate_57897_Content_13,absg,avg通讯器聊天表_AvgCommunicate_A_M.csv,46,AvgCommunicate,Content,朵尔,我调整了一下你的训练计划，接下来几天就好好休息吧。,"훈련 계획을 조정했으니까, 다음 며칠간은 조금 쉬어 둬."
AvgCommunicate_57897_Option_14,absv,avg通讯器聊天表_AvgCommunicate_A_M.csv,47,AvgCommunicate,Option,玩家,真的？太好了，谢谢！,"정말요? 너무 좋아요, 감사합니다!"
AvgCommunicate_57897_Content_14,absh,avg通讯器聊天表_AvgCommunicate_A_M.csv,47,AvgCommunicate,Content,玩家,真的？太好了，谢谢！,"정말요? 너무 좋아요, 감사합니다!"
AvgCommunicate_57898_Content_1,absE,avg通讯器聊天表_AvgCommunicate_A_M.csv,48,AvgCommunicate,Content,本源朵尔？,找到你了。,찾았다.
AvgCommunicate_57898_Option_2,absU,avg通讯器聊天表_AvgCommunicate_A_M.csv,49,AvgCommunicate,Option,玩家,你是谁？,누구세요?
AvgCommunicate_57898_Content_2,absI,avg通讯器聊天表_AvgCommunicate_A_M.csv,49,AvgCommunicate,Content,玩家,你是谁？为什么没有正规账号？,당신 누구야? 왜 공식 계정이 없는 거야?
AvgCommunicate_57898_Content_3,absJ,avg通讯器聊天表_AvgCommunicate_A_M.csv,50,AvgCommunicate,Content,本源朵尔？,开动你聪明的小脑袋猜一猜。,그 작고 똑똑한 머리를 잘 굴려서 맞춰봐.
AvgCommunicate_57898_Option_4,absW,avg通讯器聊天表_AvgCommunicate_A_M.csv,51,AvgCommunicate,Option,玩家,你是校内人？,당신은 학교 내부의 사람인가요?
AvgCommunicate_57898_Content_4,absK,avg通讯器聊天表_AvgCommunicate_A_M.csv,51,AvgCommunicate,Content,玩家,知道通讯器，你是校内人？,"통신기를 아는 걸 보니, 학교 내부의 사람인가요?"
AvgCommunicate_57898_Content_5,absL,avg通讯器聊天表_AvgCommunicate_A_M.csv,52,AvgCommunicate,Content,本源朵尔？,怎么不算呢，如果大家还愿意承认的话。,"모두가 아직 그렇게 생각해준다면, 그런 셈이지."
AvgCommunicate_57898_Option_6,absY,avg通讯器聊天表_AvgCommunicate_A_M.csv,53,AvgCommunicate,Option,玩家,你是那个朵尔。,당신은 그 돌이군요.
AvgCommunicate_57898_Content_6,absM,avg通讯器聊天表_AvgCommunicate_A_M.csv,53,AvgCommunicate,Content,玩家,你是……那个朵尔。,당신은... 그 돌이군요.
AvgCommunicate_57898_Content_7,absN,avg通讯器聊天表_AvgCommunicate_A_M.csv,54,AvgCommunicate,Content,本源朵尔？,答对了，聪明的狗狗有奖励。,정답이야. 똑똑한 강아지에게는 상을 줘야지.
AvgCommunicate_57898_Option_8,abta,avg通讯器聊天表_AvgCommunicate_A_M.csv,55,AvgCommunicate,Option,玩家,什么奖励？,그 상이 뭔데요?
AvgCommunicate_57898_Content_8,absO,avg通讯器聊天表_AvgCommunicate_A_M.csv,55,AvgCommunicate,Content,玩家,……什么奖励？,...그 상이 뭔데요?
AvgCommunicate_57898_Content_9,absP,avg通讯器聊天表_AvgCommunicate_A_M.csv,56,AvgCommunicate,Content,本源朵尔？,奖励一个摸头，欢迎随时来黑池领取。,머리를 쓰다듬어 줄게. 언제든 블랙풀에 와서 받아가.
AvgCommunicate_57898_Option_10,absR,avg通讯器聊天表_AvgCommunicate_A_M.csv,57,AvgCommunicate,Option,玩家,我会和校方反映的。,학교 측에 신고할 거에요.
AvgCommunicate_57898_Content_10,absF,avg通讯器聊天表_AvgCommunicate_A_M.csv,57,AvgCommunicate,Content,玩家,……我会和校方反映这个漏洞的。,...이 취약점을 학교 측에 신고할 거에요.
AvgCommunicate_57898_Content_11,absG,avg通讯器聊天表_AvgCommunicate_A_M.csv,58,AvgCommunicate,Content,本源朵尔？,真是坏孩子，不过你以为这种小东西能够拦住我吗？,정말 나쁜 아이네. 하지만 겨우 그 정도로 나를 막을 수 있을 거라 생각하니?
AvgCommunicate_57898_Content_12,absH,avg通讯器聊天表_AvgCommunicate_A_M.csv,59,AvgCommunicate,Content,本源朵尔？,我会一直看着你的。,나는 항상 너를 지켜보고 있을거야.
AvgCommunicate_57900_Option_2,abtK,avg通讯器聊天表_AvgCommunicate_A_M.csv,61,AvgCommunicate,Option,玩家,怎么了？,무슨 일이야?
AvgCommunicate_57900_Content_2,abtz,avg通讯器聊天表_AvgCommunicate_A_M.csv,61,AvgCommunicate,Content,玩家,怎么了，奥吉尔？,"오지르, 무슨 일이야?"
AvgCommunicate_57900_Content_3,abtA,avg通讯器聊天表_AvgCommunicate_A_M.csv,62,AvgCommunicate,Content,奥吉尔,哇，真的有字耶。,"와, 정말 글자네."
AvgCommunicate_57900_Content_4,abtB,avg通讯器聊天表_AvgCommunicate_A_M.csv,63,AvgCommunicate,Content,奥吉尔,抱歉，主君，刚才我失态了。,"죄송합니다, 주군. 방금은 추태를 보였습니다."
AvgCommunicate_57900_Content_5,abtC,avg通讯器聊天表_AvgCommunicate_A_M.csv,64,AvgCommunicate,Content,奥吉尔,朵尔小姐刚刚给我送来了改进过后的通讯器，让我测试一下，没想到那么好用。,"돌 님께서 방금 개선된 통신기를 보내주셔서 시험해 보았는데, 이렇게까지 잘 작동할 줄은 몰랐어요."
AvgCommunicate_57900_Content_6,abtD,avg通讯器聊天表_AvgCommunicate_A_M.csv,65,AvgCommunicate,Content,奥吉尔,不知道它还能传输什么呢。,또 어떤 것을 더 전송할 수 있을지 모르겠네요.
AvgCommunicate_57900_Content_7,abtE,avg通讯器聊天表_AvgCommunicate_A_M.csv,66,AvgCommunicate,Content,玩家,还可以发图片！,사진도 보낼 수 있어!
AvgCommunicate_57900_Content_10,abtx,avg通讯器聊天表_AvgCommunicate_A_M.csv,69,AvgCommunicate,Content,奥吉尔,好厉害，这是怎么做到的？,정말 대단해요! 어떻게 한 건가요?
AvgCommunicate_57900_Content_11,abty,avg通讯器聊天表_AvgCommunicate_A_M.csv,70,AvgCommunicate,Content,玩家,等等，我现在就过去教你。,"잠시만, 내가 지금 그쪽으로 가서 알려줄게."
AvgCommunicate_57596_Content_1,abrM,avg通讯器聊天表_AvgCommunicate_A_M.csv,71,AvgCommunicate,Content,萝坦,你人呢？,너 지금 어디야?
